Hallmark_Name	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S3	S4	S5	S6	S7	S8	S9
HALLMARK_ALLOGRAFT_REJECTION	0.30498553426453745	0.26301002397897644	0.2613125431433049	0.2664268407094812	0.16845785225199997	0.15542425093711087	0.15691236641687822	0.2696412499656198	0.27136543048021367	0.26835178453415487	0.15050598387496167	0.30795605653600117	0.15000824271579527	0.15032253566963352	0.2380653919771057	0.23438946257319362	0.24020340542764898	0.30214671063669235	0.3091194196018076	0.3032400241189945	0.30736620609725496	0.26336926200018934	0.2623371390990634	0.26133152106207497
HALLMARK_ANDROGEN_RESPONSE	0.1806812979852342	0.23224470347185466	0.23445941938748482	0.2201674341087806	0.12091386837599709	0.12439446990267271	0.12647487476098085	0.12398039380743876	0.12923636265490723	0.12165105981525315	0.16681528903873022	0.19429218124376368	0.17273339131840781	0.17728691312134912	0.182707449949963	0.1724184782483005	0.17670112192407564	0.19585553727788227	0.19929927736270475	0.188924249518937	0.17642252485777465	0.22791742003103083	0.22907986536463584	0.2228829168839091
HALLMARK_ANGIOGENESIS	0.38520640373581305	0.40905095992715756	0.40539911602641254	0.3980706140643563	0.19964456278083276	0.19895433671238247	0.1982605445992918	0.31658225809740614	0.30800660961170373	0.29858884676874214	0.23799699116513276	0.39425756421898417	0.24243474779248664	0.24474472375738487	0.33970753111732527	0.3319353554633648	0.3372874247901111	0.3900410671101268	0.39945925597452775	0.38808333139515977	0.38683541815895006	0.40083896965607235	0.4146553800712791	0.40928245234674276
HALLMARK_APICAL_JUNCTION	0.24635763186579296	0.26379652909942297	0.26127919073671035	0.26630112827337893	0.23134719481589835	0.22402792308420313	0.22852256482587854	0.20978056525646438	0.21043110458624498	0.20378885511262915	0.23487981294653798	0.2491479439479343	0.23719921369873886	0.23921036364795856	0.24059144342539476	0.24491818462591342	0.24048331958303928	0.24644571053510295	0.2449929878080469	0.24798753091061734	0.23768405234550727	0.26478137345984476	0.2649072109745791	0.2614819225337882
HALLMARK_APOPTOSIS	0.3513732970406494	0.34068412942499815	0.34487806730351306	0.3421290702246716	0.25733252570648746	0.2468753742648382	0.24496965603834336	0.2789594197830164	0.27617286774594096	0.26803637104755634	0.2766985278663905	0.3572219277837259	0.2741967768285345	0.2724647332783825	0.29628058761584636	0.2926499176645602	0.29566477388317647	0.3522067731868418	0.3639847235399307	0.34931377587241	0.3472468256122864	0.3342898376292522	0.3429689834008526	0.34371516946360964
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.23635840701082456	0.2873727696578509	0.28711892709283304	0.2735126935307678	0.18505421392472207	0.18769582086030512	0.17611933289282364	0.1392176320191626	0.13599949252458254	0.1362015623460517	0.21760321710244462	0.2566252182722974	0.21583998197099086	0.220608640295726	0.19627008994344267	0.1794023961443907	0.1900660250915539	0.2509662019426064	0.25756145102924394	0.23647659390154874	0.22002743605968772	0.2773095087581058	0.2920284374101633	0.2990270962408317
HALLMARK_COAGULATION	0.4426139451687469	0.47653728452122435	0.4663439753672523	0.47118922802029267	0.39275187430925673	0.3889439335751631	0.3913045354031591	0.377289819698281	0.37680398662143944	0.37070937277569244	0.4347055367199023	0.45258496071703885	0.42750824699270834	0.4316507989046509	0.41993235915927174	0.41582725569783463	0.420838658301165	0.45015203518586516	0.45025768134450794	0.44259293050604576	0.43501750514875004	0.4712526586512729	0.475251939275826	0.4760986591898352
HALLMARK_COMPLEMENT	0.335514612976659	0.33349421733857015	0.32297567490211787	0.32478725709880524	0.19783866988673773	0.18900990944565688	0.19444852121807132	0.2583380668496801	0.25524420785565227	0.2480946951803179	0.21585577347790388	0.34481252272224416	0.21359071980728547	0.2189627021567082	0.26296996442450443	0.25776402298055323	0.26702450766489016	0.3358665708056067	0.34422236925842215	0.328878158136962	0.32982188072128443	0.32347715762635487	0.328068888482124	0.3402118036770768
HALLMARK_DNA_REPAIR	0.010549156259836004	0.033229221554494745	0.03443943311440792	0.026177057769904855	0.1449957557976581	0.15822380858740154	0.15674146250535326	0.09250409727115441	0.09418406877261977	0.10071873397941838	0.12871549400232207	-0.008129507597602286	0.1328666000233649	0.13343121076364933	0.09247431979966045	0.10142686062964879	0.09198652709423778	0.009754421156789948	-0.007254565708615732	0.003419253280221577	0.013018259397898031	0.03499066633736307	0.042985726978854485	0.029863388829211863
HALLMARK_E2F_TARGETS	-0.19297551084448827	-0.24111630716552696	-0.23442748249729223	-0.22626394595386115	0.11027773847021627	0.12498319824769677	0.1271232159399634	0.06033283669472095	0.0626725722732955	0.08149191707088682	0.0026051783218648873	-0.23411027394423717	0.0071677108450223116	0.005583301200594401	-0.04098472223522877	-0.02636301159631883	-0.04266347629897216	-0.20947710418779616	-0.23127452908271004	-0.1914378432436502	-0.16891964864187398	-0.2259996061661734	-0.23298584898169789	-0.2620696401494003
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5674042040071192	0.5928900793084403	0.5897073213653661	0.5941177253647429	0.5319776984398289	0.526161081287916	0.5258746661062937	0.5424499878179374	0.5473169889334563	0.5383304566863787	0.557881131156186	0.5643699588102056	0.555088605669533	0.5564296881960155	0.5835146215602676	0.5766295458901189	0.5765009313770687	0.5655196608600687	0.5624582532638438	0.5659899540788534	0.5639613985680605	0.5971050873411183	0.594648379408831	0.5978255810939607
HALLMARK_G2M_CHECKPOINT	-0.07585991172544723	-0.10763270459343943	-0.10549430833008192	-0.09339379277191934	0.16736080195322137	0.1730469897295933	0.17970013012470423	0.12615242913277314	0.12936952322199635	0.14753085362984864	0.08965209965445912	-0.11062352365845625	0.09242817035269496	0.09295526725148799	0.05572163521197805	0.0694287073181452	0.05410589494709639	-0.09442986731697786	-0.10353200004576742	-0.0759797930935243	-0.059559787834396	-0.09848767128683866	-0.10832469764254779	-0.12261558669483485
HALLMARK_GLYCOLYSIS	0.21160987582933624	0.23848151251769611	0.23861292293260747	0.23677454244410293	0.27227137694731796	0.2684746217802326	0.26690697968272215	0.2481015441794403	0.25766430021607106	0.24660984667492805	0.2842184515353618	0.2074389314606447	0.28518437215946146	0.2860361802958405	0.26616233333709743	0.2668218154668492	0.2674884552684647	0.20962478447750643	0.2095291199944627	0.21529749909891008	0.21907618299062004	0.23921921529362322	0.23872827891977022	0.23427412742145443
HALLMARK_HEDGEHOG_SIGNALING	0.19835680950156562	0.17597833576709676	0.15762501562455633	0.1676500169056	0.0712909333113858	0.058203228435754414	0.0672517290568367	0.08191462450319098	0.09322727508348733	0.09266088544224899	0.08737332460276172	0.21608337141921394	0.07706051025807949	0.08155684039703849	0.09428826070441604	0.09676842338483015	0.08539696115851723	0.21633030181540516	0.21999828916430417	0.21004951648133954	0.19335312531140084	0.16097104122465214	0.16122502896135388	0.16558302716958148
