Hallmark_Name	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S3	S4	S5	S6	S7	S8	S9
HALLMARK_APICAL_JUNCTION	0.31189615441195123	0.3158426722002324	0.3140241301422482	0.3213021325068879	0.3078699071295246	0.294405511994747	0.30001204196857584	0.2834985051474076	0.2826970220890768	0.2864350935136392	0.3016869823167045	0.31342730990528134	0.30294439724568895	0.301715946991487	0.31282646358396576	0.31363986822998674	0.31009167348534294	0.30959322722698107	0.30973441849394623	0.32010070061458623	0.30743617042249455	0.3202564480121668	0.32003251179983394	0.31682618013634284
HALLMARK_APOPTOSIS	0.3242696113718384	0.2969504411767752	0.3005226047124236	0.2921432204221977	0.21790346243765962	0.21071281176724457	0.209393024097605	0.23815700598173226	0.2389008633517481	0.23074589630749143	0.2316851868925661	0.32811873542729536	0.22952478238247992	0.22692354720300748	0.24336134876891155	0.23637273011085053	0.24925301473947173	0.3228108059857019	0.33574974857924494	0.3263855819834282	0.31642303128186655	0.2789697721508506	0.294885325137275	0.300743191141746
HALLMARK_COAGULATION	0.4850105438413292	0.5639633449555103	0.5557510240473003	0.5583780623399509	0.44030099772494935	0.4368707321078731	0.435413354117445	0.41463475703537667	0.41914957107048095	0.41700200498484147	0.524393642035167	0.49372447525645335	0.5172016782320317	0.5195649494125694	0.510044640322345	0.512989028946159	0.5071394213818565	0.4941731408440752	0.4915998330012735	0.4861400811590591	0.4766166516076633	0.5566441275949114	0.5649143021283575	0.5545056923559781
HALLMARK_COMPLEMENT	0.3658839129303507	0.3639973259551347	0.3576639267326134	0.35970978433074247	0.19831952226806684	0.18836969081172067	0.18820259822809907	0.28605527399377945	0.28849906338396347	0.29127802390551033	0.22918577766840612	0.37525831506272217	0.22455791650963355	0.22680738702633738	0.3143317704319945	0.3149572111508266	0.3120505545833531	0.36862826768391915	0.37701631663352103	0.36204364073490236	0.36223705008616264	0.3543661141199125	0.3621932578864561	0.3657784164571868
HALLMARK_E2F_TARGETS	-0.19928954359428092	-0.2909884860226906	-0.28078720848056077	-0.2796543870177447	0.1524431519439043	0.16623367367076447	0.171589626504816	0.09524411968584394	0.10018944277609075	0.1208991115183726	-0.028930779280771785	-0.24468242529071732	-0.021007320461313834	-0.024590185355359343	-0.07028166445575963	-0.05709435516091964	-0.07587938194496416	-0.21567626394229772	-0.23998851066386614	-0.20073318532625367	-0.17133265712830184	-0.27189033735586526	-0.27788010894592974	-0.3076186677138497
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.6812172250409828	0.6836638264664147	0.6836232829198693	0.6893634710152726	0.6363970915501626	0.6281606869488713	0.631828416758237	0.6606149332842811	0.6662974806897072	0.6600030114800559	0.6484545284417071	0.6805041549260219	0.648235842191857	0.6480287229043181	0.6899829902256635	0.6786477638984558	0.6739078623888726	0.6791306324646967	0.6743440649067177	0.6802314201646782	0.6799662636648122	0.6923813322861503	0.6888144290730209	0.6910702761164731
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.012152446536875748	0.01018371939989548	0.010233178240512897	0.014272240153052057	0.03532324237752754	0.03087003965812559	0.0254045490512762	-0.03223834802906544	-0.02351894937118531	-0.013130363071837405	0.019876090427372477	0.02831507781717881	0.026430316528785552	0.02433318051652644	-0.014791970278750096	-0.016225380845983642	-0.01252797653248371	0.02099859924436922	0.02399693203090499	0.018432713877440738	0.0060302805486839054	0.011675452038251363	0.008596937397268769	0.010032415551281306
HALLMARK_G2M_CHECKPOINT	-0.10396611220472585	-0.15550259907683175	-0.15536958978656543	-0.14248450355786663	0.15927588619251862	0.16088152791253618	0.17613569552257916	0.09845246187319327	0.09957126841488244	0.1259028805911186	0.033157987147944566	-0.1338202202740716	0.039293645297161575	0.0412331511656122	-0.007317783582625926	0.007071895426035306	-0.006066120615414762	-0.11943481472836807	-0.12578131511217125	-0.10449117971443153	-0.09118187304511192	-0.14255704210572612	-0.15378477407244887	-0.16510586462073948
HALLMARK_HYPOXIA	0.2917475134412433	0.3124080436960343	0.3118147482764067	0.3123116606446666	0.2136017853687361	0.20704468481107832	0.20172057860415837	0.2302738001728931	0.22793920572024812	0.21190484142305235	0.27286037073417135	0.3025414231892733	0.2755834829096086	0.2713226808613532	0.27560228718162666	0.269921663607578	0.2760294036949766	0.29392723306907037	0.3040236256177517	0.29541350059147903	0.2887449608370125	0.3093506452298414	0.31492675992054886	0.31582137829917445
HALLMARK_IL2_STAT5_SIGNALING	0.24639233570911304	0.24666469939575955	0.25046860720812925	0.2476287376543932	0.16953706260494278	0.16682769071255024	0.17207144826596105	0.17521575112686028	0.17743551359490367	0.19598690162016139	0.20432071430565266	0.25261275532978167	0.20403647894825758	0.2040247986721986	0.21968805366375158	0.21364371545603852	0.22006330952537323	0.24678428242177897	0.25019125602770803	0.24427347802504065	0.24171496847211632	0.24304274199590853	0.2389762637442416	0.2463771414068645
HALLMARK_KRAS_SIGNALING_UP	0.15445947185490538	0.25941329164063637	0.2617698599019565	0.25935517053777846	-0.007544370642683042	-0.015437765160821614	-0.006953341321844919	0.06434032352658972	0.07049305299859553	0.07808239740702454	0.1521470349444717	0.1588251754760999	0.15679440047030876	0.1569002382970163	0.2064602658444589	0.19368692119633302	0.20310918678490636	0.16212397505000822	0.1594277911062457	0.16223260208882	0.15480009858798452	0.2522176191976795	0.26460598754907017	0.2504642488025778
HALLMARK_MITOTIC_SPINDLE	-0.1297060159135429	-0.1585993176427182	-0.1682695812284257	-0.16271030717105167	-0.02132428711048956	-0.03153710267381269	-0.026742176078594807	-0.10749676727857008	-0.09819324627690065	-0.09597145242323082	-0.09424841931242797	-0.12771366215928082	-0.08692611010498641	-0.09270218881144819	-0.13779100202918876	-0.14011706793931966	-0.14689036155733054	-0.13112551402644917	-0.12975062500211634	-0.11017981690105742	-0.12483130477134446	-0.16338968122055805	-0.17235745960707938	-0.17623864071916906
HALLMARK_MYC_TARGETS_V1	0.4229450175569321	0.402036877582079	0.40603252929571443	0.4015658751277093	0.649711378111831	0.663180826373014	0.6699727427023279	0.599991904258776	0.6033782833692372	0.6012973642262929	0.5525716222917445	0.3935858002859765	0.5639435277596981	0.5607499260122064	0.5241991044530255	0.5358359880099738	0.5225136595814959	0.4215974019132546	0.40481610562425824	0.42401931288159694	0.4331269460047436	0.41102174111480444	0.40658370084111	0.3857333599847545
HALLMARK_MYC_TARGETS_V2	-0.15772191560857732	-0.16601245038788323	-0.17950030417360413	-0.16435190026664856	0.20477043726468422	0.22411693571249372	0.2222354227534394	0.11655673633561241	0.12938963232609615	0.1585016410860018	0.07804500723286827	-0.18826304327720614	0.08544894053058903	0.08771730764703693	0.0450863053835186	0.062036670209922255	0.04242798898582764	-0.1678891235586539	-0.19004627473317035	-0.14962512790098859	-0.13361418764722477	-0.1475540130886387	-0.14550963476022455	-0.17662087966243897
HALLMARK_MYOGENESIS	0.24898677542577158	0.29552920819944667	0.2847302799766247	0.2973983830390159	0.2662837661861939	0.2512089179899276	0.2557078220514535	0.17875605775503697	0.18548952666919466	0.1824967684184007	0.2987912305722727	0.2765658621762057	0.29565716144820575	0.29358423820261176	0.26869551407918757	0.27129044143982045	0.262523003504228	0.259680817460652	0.2592946819661051	0.26277337300739556	0.250530784352896	0.29364514964398913	0.2971888830987127	0.3024280020598328
HALLMARK_P53_PATHWAY	0.18578338507332548	0.2579517905389336	0.261784528064431	0.2537353331906147	0.12116410523592788	0.11254642355747944	0.11614225763923625	0.09302477370864005	0.09714179066502752	0.09493823876234968	0.22372716306626378	0.19780026860440222	0.22126285501064066	0.22402279155539565	0.20086312385520932	0.19382850547142108	0.19787542873315475	0.1884567153732342	0.19412520646769674	0.18770460851904947	0.1791001108629178	0.24931579386948827	0.2567581934476197	0.2551314942853266
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.35388461646654135	0.37103451485646466	0.3663034132715514	0.36850566344388763	0.0064519808382961005	-0.0069059663523736775	-0.004788912375898321	0.2609634076566122	0.2598275171891649	0.2561334455168005	0.1043504730145952	0.372984280597595	0.10084338461751499	0.10295220589889484	0.3059262942053713	0.2934352430409189	0.29196433252100223	0.3567883355281182	0.3710675711036104	0.3552838537286755	0.357570748564037	0.3635370242380337	0.37427230656722454	0.3825018199239504
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.3771931244526762	0.34997416902796297	0.3474990867843124	0.3481792343552627	0.4246616295457997	0.42426219836764417	0.4248182055164885	0.39259361246046875	0.3928244582704696	0.38916380625539176	0.37460979353821977	0.36685195745178223	0.3718850324690699	0.3742418798165634	0.37101496152897545	0.36387198101156965	0.35886070810232434	0.3759450629820608	0.3653627858839879	0.3684329768958356	0.379906308297717	0.3578618499089466	0.35506385885011765	0.3565168797310034
