Hallmark_Name	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S3	S4	S5	S6	S7	S8	S9
HALLMARK_ALLOGRAFT_REJECTION	0.42559609081886735	0.32744337616939123	0.32972651504400363	0.3270360260404217	0.1360560905441619	0.12556393396709403	0.12021928393816433	0.3578540695527457	0.35835713391059876	0.34935838376475525	0.1074987163492693	0.4346976054787714	0.10546087645557795	0.09926100484647578	0.2880922342829046	0.2801277247475123	0.2911409946463852	0.42221806919125066	0.43227792657525577	0.41860162291467967	0.4244550453226352	0.32753208599207445	0.3240235311128761	0.33342677182395514
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.21561599897556996	0.30527687449753066	0.30865006655196225	0.2939859847690361	0.15259265749971468	0.15270438848046686	0.1352648286514442	0.13007112839010385	0.12936989667647705	0.1152230268471845	0.20991224810247597	0.23679125728520414	0.20314373140514053	0.20746243808556442	0.20717594658902602	0.18576108417048245	0.19527446425524397	0.22970655501044432	0.24460296143023705	0.21814127213664286	0.19663969576570878	0.30192319893088987	0.310932972794622	0.327198045352561
HALLMARK_COMPLEMENT	0.38281811646306463	0.33581280155239585	0.32970478550866733	0.33107010362707706	0.17445175301124913	0.17311653119005646	0.17007009331692158	0.3182951137172637	0.3088409145694154	0.31109262339238697	0.17670977804576007	0.3910902782311503	0.1685912990604681	0.17262205010311601	0.2802252611394349	0.2790630718615801	0.28590677067480313	0.382101571184647	0.3927818603455399	0.37414075257569734	0.3809429767354235	0.3231790843159629	0.32964061250296894	0.34681728182510846
HALLMARK_E2F_TARGETS	-0.11816099207169671	-0.2149601668155094	-0.20784032966977048	-0.20150253064052073	0.18877590521530788	0.19927850944662123	0.20761938095439972	0.1383156939455734	0.14524955410626247	0.16484425604504152	0.043183891752085035	-0.15907621768731267	0.04580820605794626	0.03917019473630298	-0.005928272807094759	0.006963436378818536	-0.007165063778457422	-0.13881441307758563	-0.16069092620748593	-0.11441672574079642	-0.09068889981514876	-0.2032826866370304	-0.21467774190261937	-0.2376257717745397
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.7413105930722642	0.7514783765998863	0.7523118395806002	0.7571895735931317	0.6745715849857936	0.6676220197595824	0.6728171122383685	0.7088467480346212	0.7150177981231345	0.7044932088215938	0.6990855829132733	0.7414943652078798	0.6935021373036688	0.6966677204050538	0.745348198424464	0.7318406070624885	0.7307878668391825	0.7411240627275568	0.7345987039817385	0.7419412264083493	0.7394264658782957	0.7600655437257965	0.756718007494109	0.7623742282254602
HALLMARK_G2M_CHECKPOINT	0.046568853279656014	-0.02783094727449287	-0.03165351149665162	-0.015769803198198772	0.2817616671033533	0.28123871398863504	0.29696058082745797	0.2332313572668415	0.23572276239863532	0.25589720087452716	0.17100500649580744	0.01610546894894055	0.17128401034971225	0.16858355427888505	0.11959335702435063	0.1280967090548205	0.11634330582155909	0.029778074884499014	0.020862464836222137	0.0525732715199852	0.05871779607519677	-0.024029671520086913	-0.031823393735640505	-0.04704339043561223
HALLMARK_HYPOXIA	0.3566891621868323	0.36949043888777167	0.3668944525890566	0.3727457650123958	0.28553581506042586	0.27886299444875445	0.27491145014955654	0.3039725576047816	0.30511844813730227	0.2837151046317466	0.3367071697887505	0.3671963508921795	0.3400401329143695	0.3366518995878154	0.3471674345505376	0.34134950264947606	0.34544499976204307	0.36120251174176427	0.3670915417969894	0.3638120298183869	0.35050985330024365	0.3687067635402968	0.37482861685528446	0.3730489156238077
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.26378232610665975	0.1971214071785899	0.18482119141186157	0.19115302527008107	0.007509446280150437	-0.007922372583019022	-0.015830152302503682	0.1946383404938412	0.18187160830864715	0.180845624167336	0.00657304476428406	0.2792453283427287	-0.0012889980001762674	-0.0046120564478850795	0.15693732273319674	0.15015393516029846	0.14672142992558582	0.26305196092199523	0.28099637449092446	0.26587562762070316	0.27537651366808347	0.18496918172878954	0.18610575183556527	0.2025314562255925
HALLMARK_INFLAMMATORY_RESPONSE	0.3691168271268284	0.2980096953558536	0.2952483957894337	0.30006877813012983	0.06317145050876029	0.0561937339321849	0.06225757227984172	0.2810167865214406	0.2676888629402237	0.2724567352070748	0.08054995824920008	0.3784422019997868	0.0707613830182876	0.07305243017114398	0.23004873687305571	0.22371382412134358	0.23227637919171962	0.3658280577467139	0.37682968334177636	0.35728054814781	0.36245114929147454	0.2886304799283745	0.2920283862658853	0.3034363075370899
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5225533798228825	0.3223195555652694	0.3187495117779365	0.319867759779759	-0.15124621154054485	-0.15085910521885715	-0.15631439590826254	0.45941922631742454	0.3920532654458528	0.40250163259552124	-0.15996348124961682	0.5140582191968258	-0.15834597416996218	-0.167391586758161	0.15796924171045895	0.14007157857167893	0.19987215451106455	0.4845582236949763	0.5118221105837876	0.46212621328405445	0.5180017359637571	0.3038592011067272	0.30598461278185435	0.35588966194594307
